courseNumber,description
CHEM01LC,"1 unit, laboratory, 3 hours. prerequisite(s): concurrent enrollment in   chem 001c; chem 001b with a grade of c- or better or chem 01hb with a grade of c- or better or chem 002b; chem 01lb or chem 1hlb or chem 02lb. an introduction to laboratory principles and techniques related to lecture topics in chem 001c.     credit is awarded for one of the following  chem 01lc,  chem 02lc, or chem 1hlc."
CHEM02LA,"1 unit, laboratory, 3 hours. prerequisite(s): concurrent enrollment in chem 002a; math 006b with a grade of c- or better or math 009a with a grade of c- or better or math 009b with a grade of c- or better or math 009c with a grade of c- or better or chem 001w with a grade of s or better; or a score of 3, 4, or 5 on the college board advanced placement chemistry examination or advanced placement calculus examination or a passing score on the california chemistry diagnostic test or a score on the mathematics advisory exam sufficient for placement in math 009a; restricted to major(s) chemistry. an introduction to laboratory principles and techniques related to lecture topics in chem 002a. credit is awarded for one of the following chem 02la, chem 01la, or chem 1hla."
CHEM08HA,"3 units, lecture, 3 hours. prerequisite(s): concurrent enrollment in   chem 08hla; chem 001c with a grade of b or better, chem 01lc with a grade of b or better or chem 01hc with a grade of b or better, chem 1hlc with a grade of b or better or chem 002c with a grade of b or better, chem 02lc with a grade of b or better;  admission to university honors;  or consent of instructor. honors course corresponding to chem 008a.  covers the principles of organic chemistry in greater depth than in chem 008a. covers modern organic chemistry including hydrocarbon structure and nomenclature, stereochemistry, and reaction mechanisms.  satisfactory(s) or no credit(n/c) is not available.   credit is awarded for one of the following  chem 08ha or chem 008a."
CHEM08LA,"1 unit, laboratory, 4 hours. prerequisite(s): concurrent enrollment in   chem 008a; chem 001c with a grade of c- or better, chem 01lc with a grade of c- or better or chem 01hc with a grade of c- or better, chem 1hlc with a grade of c- or better or chem 002c with a grade of c- or better, chem 02lc with a grade of c- or better. an introduction to laboratory techniques of purification, isolation, synthesis, reactions, and spectroscopic analysis.     credit is awarded for one of the following  chem 08la or chem 08hla."
CHEM08LC,"1 unit, laboratory, 4 hours. prerequisite(s): chem 008b and chem 08lb or chem 08hb and chem 08hlb with grades of ""c-"" or better; concurrent enrollment in chem 008c or a grade of ""c-"" or better in chem 008c. an introduction to laboratory techniques of purification, isolation, synthesis, reactions, and spectroscopic analysis. credit is awarded for only one of chem 08lc or chem 08hlc."
CHEM109,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): chem 001c with a grade of c- or better or chem 01hc with a grade of c- or better; chem 01lc with a grade of c- or better or chem 1hlc with a grade of c- or better; math 009b with a grade of c- or better or math 09hb with a grade of c- or better or math 007b with a grade of c- or better;  or consent of instructor. introduces thermodynamics, chemical equilibrium, kinetics, quantum chemistry, atomic and molecular structure, and spectroscopy.  primarily for majors in life and agricultural sciences; not recommended for chemistry majors."
CHEM110A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): chem 001c with a grade of c- or better or chem 01hc with a grade of c- or better or chem 002c with a grade of c- or better; chem 01lc with a grade of c- or better or chem 1hlc with a grade of b or better or chem 02lc with a grade of c- or better; math 010a with a grade of c- or better, may be taken concurrently or math 009c with a grade of c- or better or math 09hc with a grade of c- or better; phys 002c with a grade of c- or better or phys 02hc with a grade of c- or better or phys 040c with a grade of c- or better, may be taken concurrently or phys 040hc with a grade of c- or better, may be taken concurrently;  or consent of instructor. an introduction to thermodynamics, with applications to chemical systems."
CHEM125,"3 or 5 units, lecture, 3 hours; laboratory, 8 hours. prerequisite(s): chem 005 with a grade of c- or better; phys 002c, may be taken concurrently or phys 02hc, may be taken concurrently or phys 040c, may be taken concurrently or phys 040hc, may be taken concurrently;  or consent of instructor. a capstone course consisting of lectures and experiments presenting contemporary instrumental methods and their use in chemistry.   graduate students may register for lecture only (3 units)."
CHEM166,"4 units, lecture, 2 hours; laboratory, 8 hours. prerequisite(s): bch 162 with a grade of c- or better or chem 005 with a grade of c- or better; chem 008c with a grade of c- or better or chem 08hc with a grade of c- or better; chem 08lc with a grade of c- or better or chem 08hlc with a grade of c- or better;  or consent of instructor. covers advanced topics in organic chemistry, multi-step synthesis of bioactive molecules, new synthetic methods, and methods for the synthesis and characterization of complex organic compounds. introduces synthetic techniques such as inert atmosphere synthesis with schlenk lines. includes hands-on use of spectroscopic methods for structural characterization."
CHEM190,"1 to 5 units, to be taken with the consent of the chair of the department as a means of meeting special curricular problems."
CHEM201A,"3 units, lecture, 3 hours. prerequisite(s): chem 113 with a grade of ""c"" or better. covers concepts in quantum mechanics including wavepackets, uncertainty, single particles in multiple dimensions, and approximate methods for solving the schroedinger equation."
CHEM201D,"3 units, lecture, 3 hours. prerequisite(s): chem 110a and chem 110b with grades of ""c"" or better. covers concepts in thermodynamics including fundamental equations, potentials, maxwell relations, and stability criteria. cross-listed with mse 205."
CHEM211A,"3 units, lecture, 3 hours. prerequisite(s): graduate standing or consent of instructor. covers structure and bonding in organic compounds emphasizing more advanced aspects of the field."
CHEM211C,"3 units, lecture, 3 hours. prerequisite(s): graduate standing or consent of instructor. covers synthetic organic chemistry emphasizing strategy, reactions, and techniques."
