courseNumber,description
CEE225,"4 units, lecture, 4 hours. prerequisite(s): graduate standing in chemical and environmental engineering or consent of instructor. cee 225 online section: enrollment in the online master-in-science in engineering program. covers concepts of physical and chemical processes relevant to engineered and natural environmental systems. topics include basic colloid chemistry, dlvo theory, coagulation and flocculation, mechanisms of particle removal in filters and transport in porous media, absorption, disinfection, control of disinfection by-products, and advanced treatment processes such as membranes. credit is awarded for only one of cee 225 or enve 120."
CEE236,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): graduate standing or consent of instructor. for cee 236 online section: enrollment in the online master of science in engineering program;  graduate standing. provides insights into current and future sustainable energy production technologies including key governing physical and chemical principles. considers economics and life cycle implications of energy options. also examines current and projected energy use patterns and environmental impacts. considers energy policies that can facilitate introduction of sustainable energy production systems.  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor."
CEE250,"1 or 2 units, seminar, 1 or 2 hours. prerequisite(s): graduate standing. seminar in selected topics in chemical and environmental engineering presented by graduate students, staff, faculty, and invited speakers. students who present a seminar receive a letter grade; other students receive a satisfactory (s) or no credit (nc) grade. course is repeatable."
CEE256,"1 or 2 units, seminar, 1 or 2 hours. prerequisite(s): graduate standing. topics include atmospheric chemistry, aerosol chemistry and physics, and measurement techniques used for source and ambient sampling of gases and aerosols. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of assigned extra work or examination. course is repeatable."
CEE258,"1 or 2 units, seminar, 1 or 2 hours. prerequisite(s): graduate standing. involves oral presentations and intensive small-group discussions of current literature on biological detoxification of hazardous chemicals and biological-based sensors for environmental, clinical, food quality, and process monitoring. graded satisfactory (s) or no credit (nc). course is repeatable."
CEE260,"1 or 2 units, seminar, 1 or 2 hours. prerequisite(s): graduate standing. introduces recent advances in understanding intercolloid forces and self-assembly of colloidal particles for the fabrication of new materials. students who present a seminar receive a letter grade; other students receive a satisfactory (s) or no credit (nc) grade. course is repeatable."
CEE266,"1 or 2 units, seminar, 1 hour; individual study, 0 to 3 hours. prerequisite(s): graduate standing. consists of oral presentations and small group discussions of current and historic literature on biological conversion of biomass to fuels and chemicals. students who make presentations receive credit for 2 units; other students receive credit for 1 unit.  graded satisfactory (s) or no credit (nc). course is repeatable."
CEE286,"1 unit, colloquium, 1 hour. prerequisite(s): graduate standing. lectures on a current research topic in chemical engineering, environmental engineering, and other related fields presented by faculty members and visiting scientists. graded satisfactory (s) or no credit (nc). course is repeatable."
CEE292,"1 to 4 units, research, 3 to 12 hours. prerequisite(s): graduate standing; and consent of instructor.  to be taken concurrently with a 100-series course but on an individual basis. devoted to specific additional projects related to the 100-series course. faculty provide guidance and evaluation throughout the quarter. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 8 units."
CEE297,"1 to 6 units, research, 3 to 18 hours. prerequisite(s): graduate standing; consent of instructor. research conducted under the supervision of a faculty member on selected problems in chemical and environmental engineering. graded satisfactory (s) or no credit (nc). course is repeatable."
CEE298I,"1 to 12 units, written work, 1 to 12 hours; internship, 2 to 24 hours. prerequisite(s): graduate standing; consent of instructor individual apprenticeship in chemical and environmental engineering with an approved professional individual or organization, and a faculty member. a written report is required. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 16 units."
CEE299,"1 to 12 units, research, 3 to 36 hours. prerequisite(s): graduate standing; consent of instructor. research in chemical and environmental engineering for the m.s. thesis or ph.d. dissertation. graded satisfactory (s) or no credit (nc). course is repeatable."
